Date,PROD_SET,Customer_ID,Account_Number,Balance_Amount,Currency,Rate_of_Interest,Maturity_Date,Bank_Branch_Code,Form_Fill_Status
2024-01-04,DEPOSIT,821197,6221411350,21174.58,USD,0.0408,2024-05-08,BRN004,Complete
2024-01-04,DEPOSIT,177974,6711830503,23109.12,USD,0.0125,2025-11-21,BRN010,Complete
2024-01-04,DEPOSIT,826182,332662038664,28044.44,CAD,0.0452,2024-07-11,BRN006,Complete
2024-01-04,DEPOSIT,266494,3310742513,10366.97,CAD,0.0326,2026-07-05,BRN004,Complete
2024-01-04,DEPOSIT,879688,524895410713,902.4,USD,0.0386,2028-06-27,BRN009,Complete
2024-01-05,DEPOSIT,523682,6172612432,16432.0,USD,0.0282,2025-07-25,BRN002,Complete
2024-01-05,DEPOSIT,137860,363734390622,5140.9,CAD,0.0446,2025-01-01,BRN001,Complete
2024-01-05,DEPOSIT,499796,9988625832,4582.04,USD,0.0333,2028-04-10,BRN005,Complete
2024-01-05,DEPOSIT,410345,488249348947,2951.92,USD,0.0396,2027-10-10,BRN006,Complete
2024-01-05,DEPOSIT,718787,979659080913,37194.12,USD,0.0428,2026-08-05,BRN006,Complete
2024-01-05,DEPOSIT,855738,979229034066,3589.77,USD,0.0261,2025-06-18,BRN005,Complete
2024-01-05,DEPOSIT,169936,263560601402,7026.16,USD,0.0446,2025-08-29,BRN003,Complete
2024-01-05,DEPOSIT,737869,7818517480,6435.47,CAD,0.0314,2024-04-02,BRN007,Complete
2024-01-05,DEPOSIT,124780,9173285955,20064.58,USD,0.0215,2025-05-31,BRN002,Complete
2024-01-05,DEPOSIT,809622,6638191968,39328.58,CAD,0.0242,2026-10-08,BRN010,Complete
2024-01-05,DEPOSIT,302971,924675152457,5086.04,USD,0.0434,2024-04-07,BRN004,Complete
2024-01-05,DEPOSIT,788427,9526171617,9796.59,GBP,0.0255,2028-11-23,BRN007,Complete
2024-01-05,DEPOSIT,591759,6521540961,3185.66,USD,0.0306,2027-06-16,BRN008,Error
2024-01-05,DEPOSIT,406649,949250298211,5494.47,EUR,0.0194,2028-09-24,BRN003,Complete
2024-01-05,DEPOSIT,847984,8070527970,2497.21,USD,0.0398,2025-09-25,BRN002,Complete
2024-01-05,DEPOSIT,105647,174759010170,3539.15,USD,0.0327,2028-01-25,BRN007,Complete
2024-01-05,DEPOSIT,245136,3938081719,8345.44,USD,0.0235,2028-07-08,BRN009,Complete
2024-01-05,DEPOSIT,729298,3159407932,9670.0,USD,0.0463,2028-04-18,BRN006,Complete
2024-01-05,DEPOSIT,549051,3547412636,12580.75,USD,0.0196,2024-10-22,BRN008,Complete
2024-01-05,DEPOSIT,342228,569357374445,9939.49,EUR,0.0492,2025-12-15,BRN010,Complete
2024-01-05,DEPOSIT,653267,3103399758,8020.48,EUR,0.0416,2025-10-06,BRN010,Error
2024-01-05,DEPOSIT,270611,3821866506,8865.37,USD,0.0438,2025-11-16,BRN009,Complete
2024-01-05,DEPOSIT,288824,2695291576,16853.85,USD,0.0358,2027-06-25,BRN002,Complete
2024-01-05,DEPOSIT,255064,572699388825,197158.82,USD,0.049,2026-02-09,BRN005,Error
2024-01-05,DEPOSIT,236714,879402785025,1129.52,EUR,0.0224,2028-10-03,BRN008,Complete
2024-01-05,DEPOSIT,290948,409217943026,8454.1,EUR,0.0201,2025-09-23,BRN009,Complete
2024-01-05,DEPOSIT,408842,377347688212,22937.89,GBP,0.0445,2025-10-03,BRN007,Complete
2024-01-05,DEPOSIT,103884,831618268888,13804.59,USD,0.0445,2025-05-07,BRN008,Complete
2024-01-05,DEPOSIT,803745,250147184406,58628.87,CAD,0.0365,2026-11-15,BRN006,Error
2024-01-05,DEPOSIT,529516,393671743140,1989.57,EUR,0.0294,2027-08-09,BRN004,Complete
2024-01-05,DEPOSIT,897468,1094031507,420.76,EUR,0.0267,2025-06-23,BRN004,Complete
2024-01-05,DEPOSIT,864123,169401573472,452.73,USD,0.0105,2028-02-20,BRN006,Complete
2024-01-05,DEPOSIT,830116,157828065764,1309.63,USD,0.0387,2027-06-20,BRN005,Complete
2024-01-05,DEPOSIT,533446,7053477867,13680.33,USD,0.0499,2025-12-26,BRN008,Complete
2024-01-05,DEPOSIT,993440,364760391392,2408.33,GBP,0.0396,2027-11-03,BRN006,Complete
2024-01-05,DEPOSIT,412531,898285732005,14814.73,CAD,0.0205,2027-03-29,BRN006,Complete
2024-01-05,DEPOSIT,870307,1947069313,437.78,JPY,0.0256,2027-06-07,BRN002,Complete
2024-01-05,DEPOSIT,760878,7953963557,21823.49,EUR,0.0321,2025-04-06,BRN002,Complete
2024-01-05,DEPOSIT,175877,8077513821,36765.96,USD,0.0328,2026-01-01,BRN003,Complete
2024-01-05,DEPOSIT,542933,2854281192,319.77,EUR,0.0247,2028-08-16,BRN009,Error
2024-01-05,DEPOSIT,309763,9258930750,3306.5,USD,0.0272,2025-12-02,BRN009,Complete
2024-01-05,DEPOSIT,254114,7625611457,4401.03,USD,0.0369,2024-10-11,BRN004,Complete
2024-01-05,DEPOSIT,242714,8014233686,31396.16,USD,0.0177,2025-02-18,BRN006,Error
2024-01-05,DEPOSIT,731228,7625625054,10657.26,USD,0.0484,2025-11-13,BRN006,Complete
2024/31/12,DEPOSIT,352238,2031409810,6277.15,USD,0.0192,2024-12-13,BRN010,Complete
2024-01-05,DEPOSIT,119923,2903217020,1242752.13,USD,0.0411,2026-06-28,BRN007,Complete
2024-01-05,DEPOSIT,312904,595869257168,2363.84,EUR,0.0284,2026-05-12,BRN008,Complete
2024-01-05,DEPOSIT,807220,3603687009,20894.52,EUR,0.0229,2028-06-13,BRN004,Complete
2024-01-05,DEPOSIT,315327,875903304336,218720.88,USD,0.034,2028-08-02,BRN001,Complete
2024-01-05,DEPOSIT,109227,7621317969,13210.06,GBP,0.0274,2025-11-28,BRN007,Complete
2024-01-05,DEPOSIT,437330,814694162771,10411.91,USD,0.0327,2026-12-05,BRN006,Complete
2024-01-05,DEPOSIT,724222,4155281746,75759.6,USD,0.013,2027-12-26,BRN005,Complete
2024-01-05,DEPOSIT,972379,4342535190,5575.86,USD,0.0193,2025-05-24,BRN003,Complete
2024-01-05,DEPOSIT,193066,188933291081,4464.73,JPY,0.0459,2026-08-08,BRN008,Complete
2024-01-05,DEPOSIT,899456,980185931161,1830.91,CAD,0.0118,2024-11-18,BRN007,Complete
2024-01-05,DEPOSIT,778188,567081406587,20298.01,EUR,0.0264,2025-05-16,BRN008,Complete
2024-01-05,DEPOSIT,744058,6627468169,3723.3,USD,0.034,2027-12-02,BRN008,Complete
2024-01-05,DEPOSIT,305020,360988635492,4442.15,USD,0.0266,2026-10-18,BRN005,Complete
2024-01-05,DEPOSIT,542701,8433762873,3670.51,USD,0.0177,2028-04-05,BRN002,Complete
2024-01-05,DEPOSIT,751681,549293632204,12081.74,CAD,0.0253,2028-11-06,BRN004,Error
2024-01-05,DEPOSIT,605316,4072296369,30051.44,GBP,0.012,2027-10-12,BRN004,Complete
2024-01-06,DEPOSIT,142440,173489256189,3678.14,USD,0.0226,2026-11-24,BRN005,Complete
2024-01-06,DEPOSIT,723027,878114522974,384.14,EUR,0.0255,2027-12-01,BRN008,Complete
2024-01-06,DEPOSIT,872489,7607858375,11401.49,USD,0.0386,2026-08-03,BRN008,Complete
2024-01-06,DEPOSIT,820938,7308059331,611.43,USD,0.0421,2026-03-27,BRN003,Complete
2024-01-06,DEPOSIT,802673,676879085816,4331.81,EUR,0.0347,2026-09-23,BRN010,Complete
2024-01-06,DEPOSIT,228848,932376695861,53162.14,USD,0.0276,2025-09-05,BRN005,Complete
2024-01-06,DEPOSIT,849578,339648067435,9780.12,EUR,0.0135,2026-08-31,BRN007,Complete
2024-01-06,DEPOSIT,752533,5789907786,61768.7,USD,0.0215,2025-08-09,BRN007,Complete
2024-01-06,DEPOSIT,233777,6769891036,15610.94,CAD,0.0172,2028-07-03,BRN009,Complete
2024-01-06,DEPOSIT,443742,3259795495,1851.71,CAD,0.0452,2025-07-21,BRN002,Complete
2024-01-06,DEPOSIT,403876,1904335211,8969.45,EUR,0.049,2025-04-30,BRN006,Complete
2024-01-06,DEPOSIT,754529,9882128788,3772.92,JPY,0.0266,2025-10-04,BRN005,Complete
2024-01-06,DEPOSIT,326312,3674712130,19600.45,JPY,0.0175,2027-03-13,BRN002,Complete
2024-01-06,DEPOSIT,655521,155554149411,2081.25,EUR,0.0138,2028-02-09,BRN006,Complete
2024-01-06,DEPOSIT,193267,5549270951,13893.3,GBP,0.0295,2027-10-18,BRN003,Complete
2024-01-06,DEPOSIT,960090,755166192757,885.25,USD,0.0154,2026-12-04,BRN010,Complete
2024-01-06,DEPOSIT,260728,4196173136,98052.6,USD,0.0111,2027-09-02,BRN003,Complete
2024-01-06,DEPOSIT,482282,5592136695,5243.69,USD,0.0471,2025-09-22,BRN007,Complete
2024-01-06,DEPOSIT,149612,3600223676,317096.48,GBP,0.0275,2026-08-02,BRN001,Complete
2024-01-06,DEPOSIT,961128,672724104176,16023.31,JPY,0.0378,2028-03-10,BRN003,Complete
2024-01-06,DEPOSIT,394212,4485928094,7539.28,USD,0.0437,2025-02-07,BRN001,Complete
2024-01-06,DEPOSIT,894061,996345350438,3975.46,EUR,0.0218,2025-01-25,BRN008,Complete
2024-01-06,DEPOSIT,231361,6111469420,17827.93,USD,0.0276,2028-01-26,BRN001,Complete
2024-01-06,DEPOSIT,193397,2646993754,60489.98,GBP,0.0126,2024-05-18,BRN003,Complete
2024-01-06,DEPOSIT,115791,756200642903,8988.07,USD,0.0459,2024-05-11,BRN010,Complete
2024-01-06,DEPOSIT,164407,859751693867,6554.95,EUR,0.0152,2028-07-28,BRN008,Complete
2024-01-06,DEPOSIT,974744,6048702666,8174.69,GBP,0.0121,2027-12-18,BRN006,Complete
2024-01-06,DEPOSIT,263318,571406155685,5600.43,CAD,0.0321,2028-08-18,BRN008,Complete
2024-01-06,DEPOSIT,483500,9291316525,7490.68,GBP,0.0385,2024-08-22,BRN006,Complete
2024-01-06,DEPOSIT,180986,7079753190,2084.93,CAD,0.0172,2027-10-18,BRN005,Complete
2024-01-06,DEPOSIT,532899,6530338348,44965.71,USD,0.0268,2027-11-11,BRN002,Complete
2024-01-06,DEPOSIT,276703,467672305895,25513.21,GBP,0.0376,2027-07-17,BRN001,Complete
2024-01-06,DEPOSIT,851330,7304477290,53942.71,EUR,0.0313,2026-06-09,BRN007,Complete
2024-01-06,DEPOSIT,241302,3979375562,9600.19,JPY,0.0402,2027-07-11,BRN005,Complete
2024-01-06,DEPOSIT,656282,9416718147,11937.5,EUR,0.0229,2025-06-04,BRN007,Complete
2024-01-06,DEPOSIT,767070,641170410889,7866.42,USD,0.0222,2027-01-19,BRN006,Complete
2024-01-06,DEPOSIT,491416,5821650686,19229.53,CAD,0.0428,2024-07-13,BRN003,Complete
2024-01-06,DEPOSIT,357807,6246541361,9361.18,GBP,0.0297,2025-04-21,BRN010,Complete
2024-01-06,DEPOSIT,579194,992207413288,5956.55,USD,0.0172,2025-05-30,BRN009,Complete
2024-01-06,DEPOSIT,668765,5191613388,724.1,USD,0.0131,2024-03-21,BRN004,Complete
2024-01-06,DEPOSIT,918313,836231864958,46504.85,USD,0.046,2024-02-26,BRN005,Complete
2024-01-06,DEPOSIT,747110,949119000532,277882.72,USD,0.0418,2028-02-12,BRN007,Complete
2024-01-06,DEPOSIT,289483,789132619086,29525.64,USD,0.0114,2025-07-02,BRN005,Complete
2024-01-06,DEPOSIT,491085,551970739589,62167.98,USD,0.0449,2024-05-12,BRN002,Complete
2024-01-06,DEPOSIT,628725,9831264269,9981.22,GBP,0.0454,2025-07-25,BRN010,Error
2024-01-06,DEPOSIT,622440,614066136260,5106.27,USD,0.0425,2026-06-06,BRN007,Complete
2024-01-07,DEPOSIT,770073,1277880918,11913.75,USD,0.0389,2024-03-22,BRN003,Complete
2024-01-07,DEPOSIT,417897,562759772240,205.45,USD,0.034,2024-06-28,BRN010,Complete
2024-01-07,DEPOSIT,349827,7314090567,6994.13,EUR,0.0255,2027-08-01,BRN007,Complete
2024-01-07,DEPOSIT,961150,840162666131,636.79,USD,0.0296,2026-06-30,BRN008,Complete
2024-01-07,DEPOSIT,447550,470717129101,10987.84,EUR,0.0474,2028-01-26,BRN007,Complete
2024-01-07,DEPOSIT,688676,3045927692,4141.93,EUR,0.0384,2025-12-09,BRN010,Complete
2024-01-07,DEPOSIT,661783,586162619191,7027.56,GBP,0.0438,2027-04-03,BRN002,Complete
2024-01-07,DEPOSIT,302089,2908461119,39136.05,USD,0.0192,2024-03-07,BRN006,Error
2024-01-07,DEPOSIT,257105,495195251476,2302.88,JPY,0.0405,2027-04-12,BRN008,Error
2024-01-07,DEPOSIT,936635,790376626252,10723.64,CAD,0.0314,2027-04-14,BRN004,Complete
2024-01-07,DEPOSIT,916919,2213027091,3539.29,CAD,0.0139,2025-03-14,BRN003,Complete
2024-01-07,DEPOSIT,294500,2487333150,830.97,GBP,0.0139,2024-07-02,BRN009,Complete
2024-01-07,DEPOSIT,775001,3193279955,3565.46,CAD,0.0144,2026-05-31,BRN005,Complete
2024-01-07,DEPOSIT,855906,130458790090,15971.39,USD,0.0169,2025-06-16,BRN003,Complete
2024-01-07,DEPOSIT,295729,4487495259,129147.83,EUR,0.0273,2026-02-02,BRN004,Error
2024-01-07,DEPOSIT,104867,6772336515,13060.26,JPY,0.0408,2028-08-20,BRN003,Complete
2024-01-07,DEPOSIT,680272,503192570720,2909.45,GBP,0.0451,2026-04-23,BRN003,Error
2024-01-07,DEPOSIT,313119,809170676775,180.07,USD,0.0463,2026-06-26,BRN008,Complete
2024-01-07,DEPOSIT,147455,9530725860,2598.42,USD,0.0135,2026-06-25,BRN003,Complete
2024-01-07,DEPOSIT,423282,240589454462,20938.22,USD,0.0377,2024-03-04,BRN007,Complete
2024-01-07,DEPOSIT,557537,2835833400,3238.66,GBP,0.0219,2028-01-25,BRN002,Complete
2024-01-07,DEPOSIT,984704,519653202524,4077.95,JPY,0.0305,2025-02-17,BRN002,Complete
2024-01-07,DEPOSIT,371336,1436720890,1444.46,JPY,0.0353,2024-10-31,BRN004,Complete
2024-01-07,DEPOSIT,177159,8774743626,1239.66,GBP,0.0286,2026-07-04,BRN009,Complete
2024-01-07,DEPOSIT,664544,682415501538,17618.03,USD,0.0214,2028-03-06,BRN010,Complete
2024-01-07,DEPOSIT,833567,9708909994,208452.28,EUR,0.0142,2028-01-03,BRN009,Complete
2024-01-07,DEPOSIT,891529,4824712673,5862.64,USD,0.0252,2027-01-20,BRN005,Complete
2024-01-07,DEPOSIT,267952,6653583290,4304.98,CAD,0.0468,2025-05-09,BRN001,Complete
2024-01-07,DEPOSIT,740369,756638489775,99958.0,EUR,0.0141,2028-09-18,BRN003,Complete
2024-01-07,DEPOSIT,510689,839261491752,17190.75,USD,0.0222,2028-01-23,BRN009,Complete
2024-01-07,DEPOSIT,299923,4502177774,148729.33,USD,0.034,2025-07-21,BRN010,Complete
2024-01-07,DEPOSIT,808404,1132740353,4328.38,EUR,0.0299,2025-09-25,BRN007,Error
2024-01-07,DEPOSIT,143524,880646087163,12745.89,USD,0.0231,2026-12-13,BRN002,Complete
2024-01-07,DEPOSIT,953361,185823468281,404.12,JPY,0.0472,2027-03-19,BRN004,Complete
2024-01-07,DEPOSIT,117104,1069644064,40860.28,JPY,0.0375,2026-03-27,BRN002,Error
2024-01-07,DEPOSIT,128341,812086705820,6787.36,JPY,0.0148,2024-12-21,BRN007,Complete
2024-01-07,DEPOSIT,824776,4873916389,49571.74,USD,0.0182,2028-09-24,BRN001,Complete
2024-01-07,DEPOSIT,689583,6522789883,12397.21,USD,0.0194,2026-02-25,BRN008,Complete
2024-01-07,DEPOSIT,252320,223028849287,7481.38,EUR,0.0464,2027-07-21,BRN005,Complete
2024-01-07,DEPOSIT,254129,983391413652,2728.89,EUR,0.0453,2024-03-17,BRN004,Complete
2024-01-07,DEPOSIT,473977,821831100570,57927.49,USD,0.0366,2026-06-18,BRN006,Complete
2024-01-07,DEPOSIT,139060,1811971859,27846.66,EUR,0.0448,2026-02-20,BRN008,Complete
2024-01-07,DEPOSIT,181280,3957314550,6319.82,GBP,0.0463,2024-09-23,BRN003,Complete
2024-01-07,DEPOSIT,341586,794795627571,4327.6,EUR,0.0384,2025-03-01,BRN005,Complete
2024-01-07,DEPOSIT,124970,212587378321,119841.08,USD,0.0309,2025-04-07,BRN003,Complete
2024-01-07,DEPOSIT,624663,588913927176,23193.28,USD,0.0314,2025-05-30,BRN007,Complete
2024-01-07,DEPOSIT,597765,5187164949,2375.29,JPY,0.0187,2028-12-14,BRN005,Complete
2024-01-07,DEPOSIT,773883,390923415752,171235.49,USD,0.0161,2026-01-25,BRN003,Complete
2024-01-07,DEPOSIT,839254,7401000639,31589.43,EUR,0.0343,2027-01-10,BRN008,Complete
2024-01-07,DEPOSIT,301109,1842568697,11444.05,USD,0.032,2027-02-15,BRN002,Complete
2024-01-07,DEPOSIT,319156,937550110603,11497.75,USD,0.0259,2025-04-29,BRN001,Complete
2024-01-07,DEPOSIT,619705,3955475071,3000.26,GBP,0.0171,2028-03-20,BRN001,Complete
2024-01-07,DEPOSIT,523787,424602630370,1930.19,EUR,0.034,2026-06-19,BRN010,Complete
2024-01-07,DEPOSIT,190524,816800117148,9339.13,USD,0.0471,2025-05-30,BRN008,Complete
2024-01-07,DEPOSIT,237417,3900265468,1850.14,USD,0.0305,2024-02-09,BRN001,Complete
2024-01-07,DEPOSIT,548498,597246046547,268996.97,USD,0.0289,2025-12-25,BRN005,Complete
2024-01-07,DEPOSIT,949687,2891212345,86839.2,USD,0.0179,2025-07-08,BRN004,Complete
2024-01-07,DEPOSIT,138923,5249477844,60921.13,JPY,0.029,2028-08-21,BRN001,Complete
2024-01-07,DEPOSIT,974630,5495212273,5252.88,USD,0.0198,2025-12-18,BRN009,Complete
2024-01-07,DEPOSIT,639559,491284358039,6746.12,USD,0.0457,2024-04-05,BRN005,Complete
2024-01-07,DEPOSIT,477925,1109066732,2002.26,GBP,0.0326,2024-07-31,BRN006,Complete
2024-01-07,DEPOSIT,162030,965145331710,257.16,GBP,0.0257,2028-06-08,BRN005,Complete
2024-01-07,DEPOSIT,647807,761844339198,6031.98,GBP,0.0489,2024-07-29,BRN004,Complete
2024-01-07,DEPOSIT,493926,7475454753,923.4,JPY,0.0489,2026-04-18,BRN009,Complete
2024-01-07,DEPOSIT,713669,9006752471,887.56,USD,0.047,2024-06-07,BRN005,Complete
2024-01-07,DEPOSIT,629180,606775033923,4054.56,USD,0.0396,2025-08-16,BRN009,Complete
2024-01-07,DEPOSIT,660283,247868334739,45670.43,USD,0.0168,2027-03-27,BRN010,Complete
2024-01-07,DEPOSIT,879851,540600395048,11496.39,USD,0.0492,2026-07-18,BRN008,Complete
2024-01-07,DEPOSIT,490979,887180661953,5158.36,USD,0.0193,2028-05-13,BRN007,Complete
2024-01-07,DEPOSIT,992168,464267865472,4481.43,USD,0.0121,2026-02-13,BRN007,Complete
2024-01-07,DEPOSIT,667767,874720902999,5728.03,EUR,0.0464,2026-12-05,BRN005,Complete
2024-01-07,DEPOSIT,575365,222218825832,12519.26,USD,0.0316,2026-03-29,BRN003,Complete
2024-01-07,DEPOSIT,909797,4254079434,23827.1,USD,0.0203,2028-11-08,BRN005,Complete
2024-01-07,DEPOSIT,171060,988030638776,90905.34,USD,0.0444,2025-05-26,BRN001,Complete
2024-01-07,DEPOSIT,997380,9385873339,6545.62,EUR,0.0137,2024-11-19,BRN008,Complete
2024-01-07,DEPOSIT,954842,3855251620,18871.89,GBP,0.0403,2028-10-25,BRN005,Complete
2024-01-08,DEPOSIT,488670,8883120499,70288.8,CAD,0.0204,2026-07-12,BRN003,Complete
2024-01-08,DEPOSIT,643364,2233368829,41451.89,USD,0.0208,2026-01-20,BRN009,Complete
2024-01-08,DEPOSIT,325806,3180936845,6957.49,USD,0.0391,2028-12-28,BRN009,Complete
2024-01-08,DEPOSIT,635549,3627101386,24299.91,JPY,0.0336,2027-06-11,BRN003,Complete
2024-01-08,DEPOSIT,555278,7732512497,84583.53,USD,0.0173,2027-08-13,BRN005,Complete
2024-01-08,DEPOSIT,964679,1909451862,7261.46,USD,0.0491,2024-11-25,BRN006,Complete
2024-01-08,DEPOSIT,925966,3520677686,11765.77,USD,0.0236,2027-03-09,BRN001,Complete
2024-01-08,DEPOSIT,634378,8039915193,10579.76,EUR,0.0307,2028-06-23,BRN003,Complete
2024-01-08,DEPOSIT,294390,6945822898,15134.35,USD,0.013,2025-09-14,BRN003,Complete
2024-01-08,DEPOSIT,919203,823620394358,5380.95,USD,0.045,2028-11-16,BRN007,Complete
2024-01-08,DEPOSIT,956727,1994355333,3404.63,USD,0.0338,2028-05-26,BRN005,Complete
2024-01-08,DEPOSIT,980169,903255139417,98706.89,USD,0.0461,2026-02-21,BRN006,Complete
2024-01-08,DEPOSIT,872982,256760256612,1411.09,USD,0.0132,2027-07-14,BRN007,Complete
2024-01-08,DEPOSIT,962145,439428521852,21663.53,EUR,0.0299,2028-12-10,BRN001,Complete
2024-01-08,DEPOSIT,135917,9647185523,17447.52,USD,0.0464,2027-09-08,BRN001,Complete
2024-01-08,DEPOSIT,997179,6937932803,4575.71,USD,0.0325,2026-08-31,BRN004,Complete
2024-01-08,DEPOSIT,809487,163251225987,5923.56,JPY,0.0159,2025-11-27,BRN005,Complete
2024-01-08,DEPOSIT,416865,3109056216,7597.68,USD,0.0119,2025-05-29,BRN005,Complete
2024-01-08,DEPOSIT,342273,489919430281,1389.62,CAD,0.0339,2027-12-16,BRN003,Complete
2024-01-08,DEPOSIT,932461,591349306929,6023.44,USD,0.0302,2024-02-07,BRN006,Complete
2024-01-08,DEPOSIT,379880,5267837290,10077.95,USD,0.022,2024-10-31,BRN009,Complete
2024-01-08,DEPOSIT,234806,143794560612,7936.21,JPY,0.0222,2027-03-01,BRN002,Complete
2024-01-08,DEPOSIT,919618,5452217230,403.12,EUR,0.05,2025-06-02,BRN009,Complete
2024-01-08,DEPOSIT,931509,1973833377,19222.43,USD,0.0479,2027-07-12,BRN009,Complete
2024-01-08,DEPOSIT,403364,1918753118,127391.58,USD,0.0314,2027-12-11,BRN007,Complete
2024-01-08,DEPOSIT,556092,115066961470,192.78,EUR,0.0145,2027-08-25,BRN002,Complete
2024-01-08,DEPOSIT,696130,113341269184,20369.92,JPY,0.0366,2026-07-23,BRN008,Error
2024-01-08,DEPOSIT,410385,7950641522,37169.33,GBP,0.041,2024-09-21,BRN010,Complete
2024-01-08,DEPOSIT,961064,9192404169,55926.65,USD,0.0258,2025-01-04,BRN005,Complete
2024-01-08,DEPOSIT,986962,7211720437,4213.97,CAD,0.0247,2025-10-07,BRN003,Complete
2024-01-08,DEPOSIT,619949,9506662238,963.66,JPY,0.0112,2026-05-05,BRN004,Complete
2024-01-08,DEPOSIT,636900,5337248017,24379.97,CAD,0.0447,2024-08-07,BRN002,Complete
2024-01-08,DEPOSIT,606225,383457258675,17575.52,JPY,0.0216,2028-12-12,BRN010,Error
2024-01-08,DEPOSIT,288983,7112795451,41851.25,GBP,0.0443,2026-03-10,BRN007,Complete
2024-01-08,DEPOSIT,605710,869564670506,9866.69,USD,0.0477,2028-05-13,BRN005,Complete
2024-01-08,DEPOSIT,313770,159513031922,8653.65,EUR,0.0272,2028-01-09,BRN005,Complete
2024-01-08,DEPOSIT,327684,3349839472,25655.86,CAD,0.0178,2024-12-21,BRN005,Complete
2024-01-08,DEPOSIT,783174,6892440454,9081.96,GBP,0.0303,2027-05-06,BRN007,Complete
2024-01-08,DEPOSIT,835346,4692124033,8735.2,USD,0.0333,2026-03-27,BRN002,Complete
2024-01-08,DEPOSIT,701495,2462644401,19523.25,USD,0.0145,2028-10-16,BRN001,Error
2024-01-08,DEPOSIT,560601,2807992474,7519.08,USD,0.0367,2028-10-30,BRN007,Complete
2024-01-08,DEPOSIT,934333,1299156179,3412.44,JPY,0.0461,2024-09-05,BRN001,Complete
2024-01-08,DEPOSIT,921143,9326430834,7167.64,USD,0.042,2026-06-29,BRN007,Complete
2024-01-08,DEPOSIT,206537,948379274958,8110.98,USD,0.0465,2025-05-24,BRN007,Complete
2024-01-08,DEPOSIT,883819,8690452949,16810.42,USD,0.0293,2028-03-24,BRN005,Complete
2024-01-08,DEPOSIT,348950,893840890063,81579.69,JPY,0.037,2027-12-05,BRN008,Complete
2024-01-08,DEPOSIT,768221,2463642443,10954.9,GBP,0.0303,2024-12-01,BRN010,Complete
2024-01-08,DEPOSIT,386362,282942140204,2200.52,USD,0.0145,2025-09-01,BRN001,Complete
2024-01-08,DEPOSIT,822716,3176865192,5069.48,EUR,0.0276,2026-05-09,BRN009,Complete
2024-01-08,DEPOSIT,752737,4467291619,74236.96,CAD,0.019,2025-08-16,BRN001,Complete
2024-01-08,DEPOSIT,108632,1530579036,15548.39,USD,0.0383,2027-07-16,BRN009,Complete
2024-01-08,DEPOSIT,129884,1084958310,4581.86,CAD,0.0286,2027-05-23,BRN005,Complete
2024-01-08,DEPOSIT,671676,471290832946,12305.88,USD,0.0188,2025-08-12,BRN006,Complete
2024-01-08,DEPOSIT,927495,4180861662,892.64,JPY,0.024,2025-01-14,BRN009,Complete
2024-01-08,DEPOSIT,338024,6029706161,1335.94,USD,0.0347,2028-02-06,BRN007,Complete
2024-01-08,DEPOSIT,921107,5474297638,16654.43,EUR,0.0331,2025-01-30,BRN005,Complete
2024-01-08,DEPOSIT,634187,829277572396,1508.31,JPY,0.0109,2028-07-23,BRN002,Complete
2024-01-08,DEPOSIT,478523,2537127003,34159.75,JPY,0.0194,2028-06-26,BRN009,Complete
2024-01-08,DEPOSIT,602604,1110219143,14521.52,USD,0.044,2024-04-03,BRN003,Complete
2024-01-08,DEPOSIT,413311,3139410331,29896.4,EUR,0.0414,2024-05-04,BRN008,Complete
2024-01-08,DEPOSIT,890487,131098580411,44538.12,JPY,0.028,2026-03-14,BRN005,Complete
2024-01-08,DEPOSIT,249316,1557194741,15642.83,USD,0.0159,2025-01-08,BRN005,Complete
2024-01-08,DEPOSIT,111876,808339439340,713.88,EUR,0.0495,2025-03-21,BRN002,Complete
2024-01-08,DEPOSIT,205722,643744466830,9426.18,GBP,0.0422,2025-08-22,BRN002,Complete
2024-01-08,DEPOSIT,561695,1294792950,6881.65,USD,0.0348,2028-06-23,BRN004,Complete
2024-01-08,DEPOSIT,374363,624829871093,5421.6,CAD,0.0233,2026-01-15,BRN004,Complete
2024-01-08,DEPOSIT,249346,3747573983,38312.23,USD,0.037,2028-01-09,BRN007,Complete
2024-01-08,DEPOSIT,456841,496959788440,64737.11,USD,0.0297,2027-08-12,BRN005,Complete
2024-01-08,DEPOSIT,174007,658207373990,11606.83,USD,0.03,2025-03-05,BRN002,Complete
2024-01-08,DEPOSIT,982498,2874955385,303397.72,USD,0.0349,2024-02-08,BRN002,Complete
2024-01-08,DEPOSIT,301891,261824313289,49375.74,USD,0.0339,2026-03-30,BRN003,Complete
2024-01-08,DEPOSIT,653964,798269913610,4229.06,EUR,0.0316,2027-10-30,BRN009,Complete
2024-01-08,DEPOSIT,378925,5963812138,45578.43,USD,0.0319,2027-11-19,BRN009,Complete
2024-01-08,DEPOSIT,439743,8648378695,3641.69,USD,0.0496,2028-12-18,BRN007,Complete
2024-01-08,DEPOSIT,939379,7128162476,6265.43,USD,0.0435,2027-03-05,BRN009,Complete
2024-01-08,DEPOSIT,133399,6248530223,15996.75,USD,0.043,2027-11-18,BRN006,Complete
2024-01-08,DEPOSIT,181808,216721662065,30103.33,JPY,0.0143,2027-12-19,BRN002,Complete
2024-01-08,DEPOSIT,742012,7368900392,1343.53,EUR,0.0491,2028-04-04,BRN009,Complete
